report_id,name,brand,barcode,pack_size,seller_label,product_url,data_source,analyzed_at,quality_score,tier,nova_group,nova_penalty,efsa_penalty,macro_penalty,trans_fat_penalty,trans_fat_gate_legacy,palm_oil_penalty,positive_buffer,energy_kcal,protein_g,carbohydrate_g,sugars_g,fat_g,saturated_fat_g,trans_fat_g,fiber_g,sodium_mg,pack_size_grams,who_breach_count,who_breaches,additive_flag_count,cleared_additives_count,eu_banned_count,harmful_dye_count,who_sweetener_count,controversial_additive_count,banned_in_eu_count,restricted_in_eu_count,warning_in_eu_count,permitted_in_eu_count,max_evidence_strength,ingredient_text_length
live-9ff717b7-292d-488b-a1f2-78a340c068c8,GRAIN ESSENCE Unpolished Masoor Dal (Whole),GRAIN ESSENCE,,500 g,Flipkart,https://www.flipkart.com/grain-essence-unpolished-masoor-dal-whole/p/itmdb053cf31cda1?pid=PLSHJDCZZF8WGTKG&lid=LSTPLSHJDCZZF8WGTKGYAIHKW&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_31&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSHJDCZZF8WGTKG.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:08:49.208Z,100,best,1,0,0,0.5,,0,0,15,354,25,60,2,1,0.2,0,10,15,500,0,,0,0,0,0,0,0,0,0,0,0,0,16
live-56e6166b-3150-49ef-a291-131839cb5edc,Unpolished Masoor Dal (Split),Bundelkhand's Famous,,500 g,Flipkart,https://www.flipkart.com/bundelkhand-s-famous-unpolished-masoor-dal-split/p/itm264b232788866?pid=PLSHNTHJMGQHH9JG&lid=LSTPLSHNTHJMGQHH9JGKUO4P1&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_27&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSHNTHJMGQHH9JG.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:08:50.686Z,100,best,1,0,0,0.5,,0,0,15,350,24,60,2,1.5,0.2,0,10,15,500,0,,0,0,0,0,0,0,0,0,0,0,0,10
live-24c7a4ea-080c-466b-b8ba-487f94eddd3e,Unpolished Black Masoor Dal (Whole),Trinetra,,500 g,Flipkart,https://www.flipkart.com/trinetra-unpolished-black-masoor-dal-whole/p/itm47edf431b480d?pid=PLSFZ98QMGZFGUSY&lid=LSTPLSFZ98QMGZFGUSYPJ8HKW&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_32&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSFZ98QMGZFGUSY.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:08:55.191Z,100,best,1,0,0,0.5,,0,0,15,352,24,60,2,1,0.2,0,30,15,500,0,,0,0,0,0,0,0,0,0,0,0,0,22
live-6db839ab-0b96-432f-ad82-9345cea5e749,Grano Organico Unpolished Red Masoor Dal (Split),Grano Organico,,500 g,Flipkart,https://www.flipkart.com/grano-organico-unpolished-red-masoor-dal-split/p/itme883563a7af58?pid=PLSHH3ZZUJWYJ4SJ&lid=LSTPLSHH3ZZUJWYJ4SJ9TFF7F&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_29&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSHH3ZZUJWYJ4SJ.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:08:56.729Z,100,best,3,15,0,0.5,,0,0,15,353,24,60,2,1,0.2,0,10,15,500,0,,0,0,0,0,0,0,0,0,0,0,0,183
live-5b21634f-7f4f-4948-be5b-4ed72ba2d9be,Unpolished Red Masoor Dal (Whole),Goshudh,,1000 g,Flipkart,https://www.flipkart.com/goshudh-unpolished-red-masoor-dal-whole/p/itm7802241314711?pid=PLSHAR9GETHVDNCG&lid=LSTPLSHAR9GETHVDNCGFNJ3X2&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_23&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSHAR9GETHVDNCG.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:09:02.202Z,100,best,1,0,0,0.3,,0,0,15,355,24,60,2,1.1,0.2,0,30,6,1000,0,,0,0,0,0,0,0,0,0,0,0,0,14
live-fb8e4ab3-ba71-4660-897c-6a2b7d822dc6,Pearl Organic Fresh Unpolished Masoor Dal (Split),Pearl Organic Fresh,,500 g,Flipkart,https://www.flipkart.com/pearl-organic-fresh-unpolished-masoor-dal-split/p/itm621d45c5e9f30?pid=PLSHJWC2UCGZ4QX9&lid=LSTPLSHJWC2UCGZ4QX9VUUBNY&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_9&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSHJWC2UCGZ4QX9.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:09:06.287Z,100,best,1,0,0,0.5,,0,0,15,350,24,60,2,1.2,0.2,0,10.5,15,500,0,,0,0,0,0,0,0,0,0,0,0,0,14
live-22b7ace8-671e-457b-a207-595deab198b4,Goshudh Unpolished Masoor Dal (Split),Goshudh,,500 g,Flipkart,https://www.flipkart.com/goshudh-unpolished-masoor-dal-split/p/itm0e5a467c026bb?pid=PLSFRH32JHW4THGE&lid=LSTPLSFRH32JHW4THGEV8EZ5R&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_24&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSFRH32JHW4THGE.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:09:12.002Z,100,best,1,0,0,0.5,,0,0,15,350,24,60,2,1,0.2,0,10,15,500,0,,0,0,0,0,0,0,0,0,0,0,0,29
live-fc18304e-229f-4ae6-9b0e-a56d32aac537,ProPulse Unpolished Red Masoor Dal (Whole),ProPulse,,1000 g,Flipkart,https://www.flipkart.com/propulse-unpolished-red-masoor-dal-whole/p/itm9bb206ace9d73?pid=PLSHJGNZ6NQGKVUF&lid=LSTPLSHJGNZ6NQGKVUFNVKNLY&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_2&otracker=search&fm=organic&iid=en_mYCGIPj1f72hTvNs-SN90I_wkWgRWeCQkzg9uWKjqur5MsdzL6Dufm_44mu4gFkiRiPIMrvv2pLZiiTr_HK1h57Su-wHsuq1Il-dTa-tyqEda5fVEcNexFWmDppX3BJE&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:09:17.355Z,100,best,1,0,0,0.5,,0,0,15,355,24,60,2,1.1,0.2,0,10.5,15,1000,0,,0,0,0,0,0,0,0,0,0,0,0,20
live-c8fe22ec-30f2-4ced-9182-b7f448558a1a,Good Life Chilka Urad Dal,Good Life,,1000 g,JioMart,https://www.jiomart.com/product/good-life-chilka-urad-dal-1-kg-mffna7-7542758,gemini-estimated,2026-08-19T20:09:38.522Z,100,best,1,0,0,1,,0,0,12,341,24,59,0,1.4,0.2,0,0,38,1000,0,,0,0,0,0,0,0,0,0,0,0,0,44
live-143e4744-786d-4e30-944b-6fa5eda308f6,Goshudh Unpolished Black Masoor Dal (Whole),Goshudh,,1000 g,Flipkart,https://www.flipkart.com/goshudh-unpolished-black-masoor-dal-whole/p/itm4c8b8bd55c4d6?pid=PLSFWGTGHUX5PGXW&lid=LSTPLSFWGTGHUX5PGXWVJHZDX&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_22&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSFWGTGHUX5PGXW.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:09:44.055Z,100,best,1,0,0,0.5,,0,0,15,352,24,60,2,1,0.2,0,30,15,1000,0,,0,0,0,0,0,0,0,0,0,0,0,22
live-e53556ab-829c-477a-b73f-3e220224adf6,Goshudh Unpolished Masoor Dal (Split),Goshudh,,100 g,Flipkart,https://www.flipkart.com/goshudh-unpolished-masoor-dal-split/p/itma484685629075?pid=PLSFWGP4H88SQGGE&lid=LSTPLSFWGP4H88SQGGEWMDHOY&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_20&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSFWGP4H88SQGGE.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:09:49.561Z,100,best,1,0,0,0.3,,0,0,15,350,25,60,2,1,0.2,0,10,6,100,0,,0,0,0,0,0,0,0,0,0,0,0,29
live-eb7da009-657d-4410-acd7-1d31945ff091,Tazatadka Unpolished Red Masoor Dal (Whole),Tazatadka,,500 g,Flipkart,https://www.flipkart.com/tazatadka-unpolished-red-masoor-dal-whole/p/itm86ce038b42bde?pid=PLSHFY58FM6NZMGE&lid=LSTPLSHFY58FM6NZMGEDCKG0S&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_39&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSHFY58FM6NZMGE.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:09:55.062Z,100,best,1,0,0,0.5,,0,0,15,355,25,60,2,1,0.2,0,10,15,500,0,,0,0,0,0,0,0,0,0,0,0,0,14
live-419fbf28-879e-4a56-8835-5fd467b67d3b,24 Mantra Organic Malka Masoor Dal 500 g,24 Mantra Organic,,500 g,JioMart,https://www.jiomart.com/product/24-mantra-organic-malka-masoor-dal-500-g-mffn3r-7528596,gemini-estimated,2026-08-19T20:09:58.927Z,100,best,1,0,0,0.5,,0,0,15,350,24,59,2,1,0.2,0,10,15,500,0,,0,0,0,0,0,0,0,0,0,0,0,24
live-da6eb29d-a5c5-4343-9d2b-4b603903a3e9,Trinetra Unpolished Red Masoor Dal (Split),Trinetra,,1000 g,Flipkart,https://www.flipkart.com/trinetra-unpolished-red-masoor-dal-split/p/itm1083fd5618818?pid=PLSFZ98QMNTBFYK3&lid=LSTPLSFZ98QMNTBFYK3RA9HOC&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_19&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSFZ98QMNTBFYK3.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:10:00.503Z,100,best,1,0,0,0.5,,0,0,15,350,25,60,2,1,0.2,0,10,15,1000,0,,0,0,0,0,0,0,0,0,0,0,0,22
live-1f447b95-4f4d-497a-a47a-05ccbbac6bb5,Unpolished Masoor Dal (Split),Rajdhani,,1000 g,Flipkart,https://www.flipkart.com/rajdhani-unpolished-masoor-dal-split/p/itme81b5fca42689?pid=PLSG452YGPZFYVMX&lid=LSTPLSG452YGPZFYVMXLK9WYS&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_10&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSG452YGPZFYVMX.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:10:04.429Z,100,best,1,0,0,0.5,,0,0,15,370,24,60,0,1,0.2,0,10,15,1000,0,,0,0,0,0,0,0,0,0,0,0,0,10
live-6038df36-e3ca-4aa4-b236-ee0bd2e0f195,Goshudh Unpolished Masoor Dal (Split),Goshudh,,1000 g,Flipkart,https://www.flipkart.com/goshudh-unpolished-masoor-dal-split/p/itm983411b1ec9fb?pid=PLSFRUPNGYUGSPVY&lid=LSTPLSFRUPNGYUGSPVYOLWRCF&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_40&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSFRUPNGYUGSPVY.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:10:06.016Z,100,best,1,0,0,0.5,,0,0,15,350,24,60,2,1,0.2,0,10,15,1000,0,,0,0,0,0,0,0,0,0,0,0,0,29
live-270c5277-80b7-4fda-b002-550fff44cc13,Pearl Organic Fresh Unpolished Masoor Dal (Whole),Pearl Organic Fresh,,1000 g,Flipkart,https://www.flipkart.com/pearl-organic-fresh-unpolished-masoor-dal-whole/p/itm6cf069e657455?pid=PLSGZBDZF4AGUXFZ&lid=LSTPLSGZBDZF4AGUXFZJCV32T&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_15&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSGZBDZF4AGUXFZ.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:10:10.057Z,100,best,1,0,0,0.3,,0,0,15,350,24,60,2,1,0.2,0,10,6,1000,0,,0,0,0,0,0,0,0,0,0,0,0,6
live-03e9dbe9-f2ba-484d-b242-617cf05447c4,Hunza Tea Unpolished Masoor Dal,Hunza Tea,,3800 g,Flipkart,https://www.flipkart.com/hunza-tea-unpolished-masoor-dal/p/itmb102d5f078fc4?pid=PLSHJVFHXHVNK2SG&lid=LSTPLSHJVFHXHVNK2SGOE68S5&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_17&otracker=search&fm=organic&iid=en_mYCGIPj1f72hTvNs-SN90I_wkWgRWeCQkzg9uWKjquqn5PMBLMRyvGcx6ViFPl34wxmmMrsJQPQ7e-N-oAk4jEugTV7UJh4nnjuHJhkB0wTpbeFz96Zlz5MRCOC6ehxu&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:10:11.544Z,99,best,3,15,0,1.2,,0,0,15,350,24,60,2,1.5,0.2,0,10,50,3800,0,,1,0,0,0,0,0,0,0,0,1,1,36
live-c1f49081-4e74-4c69-be5a-de6d11fb74d1,Ekgaon Unpolished Red Masoor Dal (Split),Ekgaon,,500 g,Flipkart,https://www.flipkart.com/ekgaon-unpolished-red-masoor-dal-split/p/itmez4jfhzsfdfjp?pid=PLSEZ4FAFTCWCFAK&lid=LSTPLSEZ4FAFTCWCFAKBP1RZV&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_37&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSEZ4FAFTCWCFAK.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:10:15.460Z,100,best,1,0,0,0.5,,0,0,15,343,25,59,2,1,0.2,0,10,15,500,0,,0,0,0,0,0,0,0,0,0,0,0,22
live-574892f4-2423-4e28-973f-d605a96db6c1,Goshudh Unpolished Masoor Dal (Split),Goshudh,,1000 g,Flipkart,https://www.flipkart.com/goshudh-unpolished-masoor-dal-split/p/itm3c8cf94d8fb94?pid=PLSFWH6TJYEF6T8V&lid=LSTPLSFWH6TJYEF6T8VTZVTRN&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_18&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSFWH6TJYEF6T8V.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:10:20.823Z,100,best,1,0,0,0.3,,0,0,15,350,25,60,2,1,0.2,0,10,6,1000,0,,0,0,0,0,0,0,0,0,0,0,0,29
live-bfc4b9f9-3c1d-44eb-9de7-686cdb405705,Ahaar Unpolished Masoor Dal (Whole),Ahaar,,1000 g,Flipkart,https://www.flipkart.com/ahaar-unpolished-masoor-dal-whole/p/itm37ed4a0d478e1?pid=PLSGFHXGHP8UZYJJ&lid=LSTPLSGFHXGHP8UZYJJQQW8P6&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_1&otracker=search&fm=organic&iid=en_mYCGIPj1f72hTvNs-SN90I_wkWgRWeCQkzg9uWKjquqxtjUOj7WHEpdS9cYJtObQ-ye9psMGnFWttDccMgTXjgptxyLP3DSesqxx7ZsBRhDloupwluC-K7Fr4qeCeyyo&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:10:26.142Z,100,best,1,0,0,0.5,,0,0,15,345,24,59,2,1.2,0.2,0,10,15,1000,0,,0,0,0,0,0,0,0,0,0,0,0,16
live-ec5f15f1-169f-487e-9f58-af8847039964,Red Masoor Dal (Whole),Unbranded,,2000 g,Flipkart,https://www.flipkart.com/red-masoor-dal-whole/p/itmd755132007920?pid=PLSFUUSEYVGTZECP&lid=LSTPLSFUUSEYVGTZECPNKOAJW&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&spotlightTagId=default_TrendingId_eat%2Fanl%2Fovb&srno=s_1_7&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSFUUSEYVGTZECP.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:10:31.596Z,100,best,1,0,0,0.5,,0,0,15,355,24,60,2.5,1.2,0.2,0,10.5,15,2000,0,,0,0,0,0,0,0,0,0,0,0,0,20
live-f719ec79-6955-4062-bbd1-c068efdb4d70,Red Masoor Dal (Split),Unbranded,,2000 g,Flipkart,https://www.flipkart.com/red-masoor-dal-split/p/itm7a21a88ca36b4?pid=PLSHZ9VXGGHH7XY3&lid=LSTPLSHZ9VXGGHH7XY3AVAIPS&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_3&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSHZ9VXGGHH7XY3.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:10:37.159Z,100,best,1,0,0,0.5,,0,0,15,340,24,60,2,1,0.2,0,10,15,2000,0,,0,0,0,0,0,0,0,0,0,0,0,22
live-54d198de-dfef-4bea-87a8-904867f84e61,Organic Unpolished Red Masoor Dal (Whole),Ritually Pure,,1000 g,Flipkart,https://www.flipkart.com/ritually-pure-organic-unpolished-red-masoor-dal-whole/p/itm89d9ce24d6356?pid=PLSGPXFFDRT54B2W&lid=LSTPLSGPXFFDRT54B2WKMWCA5&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_33&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSGPXFFDRT54B2W.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:10:42.659Z,100,best,1,0,0,0.5,,0,0,15,355,24,60,2,1.5,0.2,0,10,15,1000,0,,0,0,0,0,0,0,0,0,0,0,0,28
live-0fc15b86-9f49-4adf-a4ea-8cbfaf58470c,Trinetra Unpolished Black Masoor Dal (Whole),Trinetra,,1000 g,Flipkart,https://www.flipkart.com/trinetra-unpolished-black-masoor-dal-whole/p/itmb71cbaec34271?pid=PLSFZ98QGHUSFXZJ&lid=LSTPLSFZ98QGHUSFXZJCNKUZI&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_25&otracker=search&fm=organic&iid=d7cf513d-2655-40b1-90ca-12dee5184015.PLSFZ98QGHUSFXZJ.SEARCH&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:10:48.024Z,100,best,1,0,0,0.5,,0,0,15,352,24,60,2,1.1,0.2,0,10.5,15,1000,0,,0,0,0,0,0,0,0,0,0,0,0,22
live-4de66f0c-6616-4500-8871-a0733d84d5e7,Goldiee Rajma Masala,Goldiee,,100 g,JioMart,https://www.jiomart.com/product/goldiee-rajma-masala-100-g-milcji-31044100,gemini-estimated,2026-08-19T20:10:53.045Z,38,not_healthy,3,15,0,62.4,,0,0,15,350,11,50,5,12,2,0,15,3000,100,1,sodium,0,0,0,0,0,0,0,0,0,0,0,159
live-0a315792-758c-4819-9ef0-7a14ce4751ec,Tathastu Organic Black Masoor Dal (Whole),Tathastu,,500 g,Flipkart,https://www.flipkart.com/tathastu-organic-black-masoor-dal-whole/p/itm08af824eb3e44?pid=PLSHGVG5JCR4DVRG&lid=LSTPLSHGVG5JCR4DVRG3JWDRL&marketplace=FLIPKART&q=masoor+dal&store=eat%2Fanl%2Fovb&srno=s_1_12&otracker=search&fm=organic&iid=en_mYCGIPj1f72hTvNs-SN90I_wkWgRWeCQkzg9uWKjquqLuOBlxGA7QMoV6isrdXK_BYJXWCm5NoypYzRsnxsO94rRV9fh0eFayC9IOdVtgA_pbeFz96Zlz5MRCOC6ehxu&ppt=None&ppn=None&ssid=wy7djz27qo0000001787063624861&qH=06e71479e5ec248b&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-19T20:10:53.114Z,100,best,1,0,0,0.5,,0,0,15,345,24,60,2,1.1,0.2,0,30,15,500,0,,0,0,0,0,0,0,0,0,0,0,0,30
live-2c9014f5-389f-4883-bb8a-24e3ff6db922,KINAAV Unpolished Rajma,KINAAV,,200 g,Flipkart,https://www.flipkart.com/kinaav-unpolished-rajma/p/itme6d2dc3eac231?pid=PLSHGH9UNVS8J6KT&lid=LSTPLSHGH9UNVS8J6KTY7CYNK&marketplace=FLIPKART&q=rajma&store=eat%2Fanl%2Fzul&srno=s_1_20&otracker=search&fm=organic&iid=05693cea-bdf0-4e5f-937d-37692d704009.PLSHGH9UNVS8J6KT.SEARCH&ppt=None&ppn=None&ssid=g6daidmlhs0000001787063659022&qH=aaca6f8cd4fec9fa&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:11:04.727Z,100,best,1,0,0,0.3,,0,0,11.3,333,22.5,60,0,1,0.2,0,0,5,200,0,,0,0,0,0,0,0,0,0,0,0,0,11
live-d8d8d536-474b-4e47-b73f-ef7280c06693,Organic Unpolished Rajma Chithra,Dal Bhaat,,450 g,Flipkart,https://www.flipkart.com/dal-bhaat-organic-unpolished-rajma-chithra/p/itmb0f939075e9fd?pid=PLSHM4EGSVF4GKNC&lid=LSTPLSHM4EGSVF4GKNCHKA3E7&marketplace=FLIPKART&q=rajma&store=eat%2Fanl%2Fzul&srno=s_1_25&otracker=search&fm=organic&iid=05693cea-bdf0-4e5f-937d-37692d704009.PLSHM4EGSVF4GKNC.SEARCH&ppt=None&ppn=None&ssid=g6daidmlhs0000001787063659022&qH=aaca6f8cd4fec9fa&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:11:10.353Z,100,best,1,0,0,0.7,,0,0,15,333,23.6,60,2.1,1.1,0.2,0,24.9,24,450,0,,0,0,0,0,0,0,0,0,0,0,0,12
live-74e78aa0-87a4-411b-b0ef-a04644ea83d1,Unpolished Rajma,KINAAV,,190 g,Flipkart,https://www.flipkart.com/kinaav-unpolished-rajma/p/itme1e00e175f6c3?pid=PLSHGQSH66HGEFHH&lid=LSTPLSHGQSH66HGEFHHSZ8SVL&marketplace=FLIPKART&q=rajma&store=eat%2Fanl%2Fzul&srno=s_1_19&otracker=search&fm=organic&iid=05693cea-bdf0-4e5f-937d-37692d704009.PLSHGQSH66HGEFHH.SEARCH&ppt=None&ppn=None&ssid=g6daidmlhs0000001787063659022&qH=aaca6f8cd4fec9fa&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:11:16.275Z,100,best,1,0,0,0.4,,0,0,15,333,24,60,2,1,0.2,0,25,10,190,0,,0,0,0,0,0,0,0,0,0,0,0,37
live-2fb0450f-f7eb-4ae7-9420-73990b84a38c,Catch Rajma Masala 100 g,Catch,,100 g,JioMart,https://www.jiomart.com/product/catch-rajma-masala-100-g-miee1c-24053302,gemini-estimated,2026-08-19T20:11:29.751Z,74,healthy,3,15,0,26.4,,0,0,15,380,11,55,4,13,2,0,15,1200,100,1,sodium,1,0,0,0,0,0,0,0,0,1,1,12
live-17f7edc7-8ae5-435d-87ee-c44a9b821d52,Maggi Masala Ae Magic 6 g (Pack of 12),Maggi,,6 g,JioMart,https://www.jiomart.com/product/maggi-masala-ae-magic-6-g-pack-of-12-mffmzw-7520488,gemini-estimated,2026-08-19T20:12:07.153Z,0,hazardous,4,30,5,156.7,,1,5,10.5,350,7.5,62,15,7.5,3.5,0.1,4.5,6500,6,1,sodium,2,1,0,0,0,1,0,1,0,1,2,675
live-97616792-b993-47e3-99ea-84b74ddbb79a,Organic Unpolished Rajma,Dal Bhaat,,450 g,Flipkart,https://www.flipkart.com/dal-bhaat-organic-unpolished-rajma/p/itm6aec67b02da75?pid=PLSHM4EGHU4FJN9G&lid=LSTPLSHM4EGHU4FJN9GKFJGTF&marketplace=FLIPKART&q=rajma&store=eat%2Fanl%2Fzul&srno=s_1_24&otracker=search&fm=organic&iid=05693cea-bdf0-4e5f-937d-37692d704009.PLSHM4EGHU4FJN9G.SEARCH&ppt=None&ppn=None&ssid=g6daidmlhs0000001787063659022&qH=aaca6f8cd4fec9fa&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-19T20:12:22.802Z,100,best,1,0,0,0.7,,0,0,15,333,24,60,2,1,0.2,0,24,24,450,0,,0,0,0,0,0,0,0,0,0,0,0,17
